Price,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,MSFT,99.70884704589844,100.6143587541668,99.61549686530796,100.35297539964856,18394900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,MSFT,99.7928695678711,100.15694026634826,98.63531163225558,99.24209138160923,21784700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,MSFT,101.02511596679688,101.09979896595313,100.22229153127412,100.73572824776988,26606900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,MSFT,100.97843933105469,101.43586736841188,100.6143686055911,100.62370576121305,18038500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,,,,,,MSFT,100.45343017578125,101.19405827355652,99.64717716567546,101.11905633015621,21607700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,,,,,,MSFT,102.57218170166016,102.63780660958672,100.19092380284445,100.21904774158747,29063200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,MSFT,104.03469848632812,104.25032014897984,102.95656871533099,103.17219753056223,27763200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,MSFT,104.61593627929688,105.16906666258983,104.30656578457186,104.7753171947006,23750600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,MSFT,105.33783721923828,106.16283728091841,104.22220636499816,104.30658535399307,21536700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,MSFT,105.1596908569336,105.33781868368321,103.95031134640085,104.70969350341102,21487100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,,,,,MSFT,105.02845764160156,105.82533374360462,104.74721103931935,105.03783467411833,29083900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,,,,,,MSFT,105.49720001220703,105.95657442969933,104.69094694737922,105.83470162783632,23501200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,MSFT,105.24409484863281,106.17222086940436,103.87534124805215,105.95659201984093,26608000.0,,,,,,,,,,,,,,,,,,,,,,,,,
